"language","license","rightsHolder","bibliographicCitation","institutionID","datasetID","datasetName","taxonID","scientificName","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:3e4a0c3182ad5e8d37af95de5959abcf","Phaseolus vulgaris","Plantae","","","","Phaseolus","vulgaris","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0bee6ec72dc4d3f7ddc234dc966fc7b9","Phegopteris connectilis","Plantae","","","","Phegopteris","connectilis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e8ac55ffecf2f126da62ff9186ea6d9a","Phragmites australis","Plantae","","","","Phragmites","australis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:9c8ea2cbb707ab88bf7f076ee9cbc3d7","Phyteuma spicatum","Plantae","","","","Phyteuma","spicatum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:3cd4f3e4b74481d93f48ac6d31e69dde","Picea abies","Plantae","","","","Picea","abies","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e69cca9dd5c9a1a672521a1ae3865b0c","Picris hieracioides","Plantae","","","","Picris","hieracioides","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e3c16c0b0b7ed1f80bd6c608473d3252","Pimpinella major","Plantae","","","","Pimpinella","major","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:663adb421c4211925beb16c5ff080760","Pimpinella saxifraga","Plantae","","","","Pimpinella","saxifraga","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:93be540e8d7d30ec30c38d612fd08f7c","Pinus nigra","Plantae","","","","Pinus","nigra","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:07251315bf7c6b820b6f9158f74ea94f","Pinus pinaster","Plantae","","","","Pinus","pinaster","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:7e25f02eca763ee3a75d82d1eac61a8e","Pinus strobus","Plantae","","","","Pinus","strobus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:58fc7e96d6d62e80dc390c0317a34faa","Pinus sylvestris","Plantae","","","","Pinus","sylvestris","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:41748d5a807135741d02cd0479eeb3db","Pisum sativum","Plantae","","","","Pisum","sativum","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:da7e999df55e70434ef7fab457701220","Poa","Plantae","","","","Poa","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:2b064dc801a9561e355d7f11cc93f24b","Poa compressa","Plantae","","","","Poa","compressa","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0de287c89c3f4eedc0cbd6c7d14a6a42","Poa nemoralis","Plantae","","","","Poa","nemoralis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d22b857acce268563ee004db7b1780b8","Poa pratensis","Plantae","","","","Poa","pratensis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0e1973fe9b83f412d408428db7942e85","Poa trivialis","Plantae","","","","Poa","trivialis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:a8ee85af69151017d17c7e9df56042d2","Polygonatum","Plantae","","","","Polygonatum","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:552e7e13fcbf7fb57af532756412129f","Polygonum aviculare","Plantae","","","","Polygonum","aviculare","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:710c3e8c6fff461a1b7035f7aebc0023","Populus alba","Plantae","","","","Populus","alba","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:b735fd0542b0a57a67bea82eddbb0fe1","Populus balsamifera","Plantae","","","","Populus","balsamifera","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e3e98d69354c081816fd2f7514ad32a1","Populus deltoides","Plantae","","","","Populus","deltoides","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:41fd94e48b68d038c41f961cafba8bfc","Populus monilifera","Plantae","","","","Populus","monilifera","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:3bf6f558260157cb21f73736c6d53bac","Populus nigra","Plantae","","","","Populus","nigra","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d61ebc657dab62faf3d3f8232c4d2078","Populus serotina","Plantae","","","","Populus","serotina","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e415a3304897e98d01b1a1c06d49f1dc","Populus tremula","Plantae","","","","Populus","tremula","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:989b55dcfe0de267406bc0fe1234aeb5","Populus trichocarpa","Plantae","","","","Populus","trichocarpa","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:f2057c4811572dd58d779dacd35c775d","Populus x canadensis","Plantae","","","","Populus","canadensis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d75ac10255aa691ad5ba75ccc2d04e6c","Populus x canescens","Plantae","","","","Populus","canescens","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:beb6be195330d55fa635716c5779a002","Potentilla anglica","Plantae","","","","Potentilla","anglica","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:7373a1c8c558e126f2a8fb6f85ac099b","Potentilla erecta","Plantae","","","","Potentilla","erecta","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:58d81448bf9fe76d6275600436e4dd6e","Potentilla reptans","Plantae","","","","Potentilla","reptans","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c193f2b9b50d59ab0eb3b48531a3e54e","Potentilla sterilis","Plantae","","","","Potentilla","sterilis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e2adc11726356b302a0b281717d7c997","Prenanthes purpurea","Plantae","","","","Prenanthes","purpurea","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:9d4a1e4d549c789d7e50def27a21424b","Primula elatior","Plantae","","","","Primula","elatior","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:051878f884def984f8d52fa976a44453","Primula veris","Plantae","","","","Primula","veris","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:68745f3a18920347700b8d468d16d115","Primula vulgaris","Plantae","","","","Primula","vulgaris","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d3bb031aa4dfc9a9b803da392c6eec38","Prunella","Plantae","","","","Prunella","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:531f4bec06282e8c97ae54be59d036e7","Prunus","Plantae","","","","Prunus","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:87390a41bf93dd65d535d6b9dc7550d9","Prunus domestica","Plantae","","","","Prunus","domestica","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:b1648651fd4629aff6f0292187842aba","Prunus domestica subsp. italica","Plantae","","","","Prunus","domestica","italica","subspecies","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:fe55921a30cd9a55afa67b1b0fd5ee85","Prunus padus","Plantae","","","","Prunus","padus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c06823f1b4a1649ddbfdf8c6a708baad","Prunus spinosa","Plantae","","","","Prunus","spinosa","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4cd3cd6fa399c52554519f4ca2e785fe","Puccinellia distans","Plantae","","","","Puccinellia","distans","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:2c66089959622caf5424644e1ce1db76","Pulicaria dysenterica","Plantae","","","","Pulicaria","dysenterica","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8e9370683b1480ec3d7e39d16d93466c","Pyrola minor","Plantae","","","","Pyrola","minor","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ea5ed4e2771a11a6d86670ada8f402ce","Pyrola rotundifolia","Plantae","","","","Pyrola","rotundifolia","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:1c940c0fec998c3caa23e9a108207a46","Pyrus","Plantae","","","","Pyrus","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:b37e66776feb9bff0c94025f56a18fa9","Pyrus calleryana","Plantae","","","","Pyrus","calleryana","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:fd58a8f863490e8af5a6ec99da83cc08","Pyrus communis","Plantae","","","","Pyrus","communis","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:cdb2009bd5bf70811063492ccf37b0f9","Pyrus communis subsp. pyraster","Plantae","","","","Pyrus","communis","pyraster","subspecies","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0ca99e6d7da8588bfcdc4238a42b2a72","Pyrus salicifolia f. pendula","Plantae","","","","Pyrus","salicifolia","pendula","form","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ebc118afe09be483aea0f5cb142b1332","Quercus spp.","Plantae","","","","Quercus","","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:fd8c1acd72f0a23e0cdc3943e4ab0a46","Ranunculus acris","Plantae","","","","Ranunculus","acris","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:27ba5c547a18ddcb6778c25174aae755","Ranunculus ficaria","Plantae","","","","Ranunculus","ficaria","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:097f0fe874086c417e7fc555face7ef5","Ranunculus repens","Plantae","","","","Ranunculus","repens","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:25aeafa22648695a14779422c85e410d","Rhamnus cathartica","Plantae","","","","Rhamnus","cathartica","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:baaf045914850c8a66858967df3a1d6a","Rheum","Plantae","","","","Rheum","","","genus","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:53d6455445edd9fb45185da5cdbb380b","Rhinanthus alectorolophus","Plantae","","","","Rhinanthus","alectorolophus","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0a609656bbb85191eb9d4c2871a04f45","Rhinanthus minor","Plantae","","","","Rhinanthus","minor","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4ab8410a96544b01c79f8f25f9397f61","Rhodiola rosea","Plantae","","","","Rhodiola","rosea","","species","","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009 & 2012) Catalogue des Uredinales de Belgique. Lejeunia, Revue de Botanique.","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c14ab277fe1ed480b5e8504f81446792","Ribes","Plantae","","","","Ribes","","","genus","","ICN"
