taxonID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo
uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,uredinales-belgium-checklist:taxon:16f2382a14761bfb990941723b71b0fb,uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,uredinales-belgium-checklist:taxon:0a166e17778a90f971ef247248f6e2e3,uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,uredinales-belgium-checklist:taxon:e26b92df63cdeb2acb697214acc0d529,uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:1e14e19c2f8e7b60d28dcf544a20b288,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:081916fbea4db938e4db8cc619e2118d,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,uredinales-belgium-checklist:taxon:eeefe837a6dbb313e002018faf219b61,uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:f69ca1be0ffc03d112ce15b1d34adc49,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,uredinales-belgium-checklist:taxon:5c7e36bd0f5ac34b3673c10e8995a789,uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 43"
uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,uredinales-belgium-checklist:taxon:bf7d156133d76413501bd2c9f48b6f78,uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 45"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:da7ec0256c652e4710d75d534070306c,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:f079fa9fb46123249d089495e036a08b,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,uredinales-belgium-checklist:taxon:e415a3304897e98d01b1a1c06d49f1dc,uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,uredinales-belgium-checklist:taxon:c0b985839060c95da2659f5278214dce,uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,uredinales-belgium-checklist:taxon:1f81797010c125b89f9f52976d14c8b0,uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:942ff04b68f9c5dc7f380fc27c2f2a39,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:44d3ce55c3850028bc2e7817394e7ee5,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,uredinales-belgium-checklist:taxon:aea3b472aaad29e1ca855165c6a3a6eb,uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:58ea32509a6e029cbe02035a58cd706c,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:624f2542c0768c8e8f26b82cbad9be98,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:cd9dd445a8c4349ef2f32f375b5cdbd2,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,uredinales-belgium-checklist:taxon:e089578377ec2a168217c787ae426037,uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,uredinales-belgium-checklist:taxon:e4939150e3872846fee863f9b00ec45d,uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:282896a49c8e8cdae459fab81f979ea4,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:da7e999df55e70434ef7fab457701220,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,uredinales-belgium-checklist:taxon:e9463ae6d529743215b8b7764646c0fd,uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:e49042055bd5c78798d6f5985cd315ed,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:38496ae7c345d8ef7fb9929acf13bed0,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:ea84aca91738da24c5e94b6ef4a798d5,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:68ebf920eeebaa4d7ba8c23878b563dd,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:9c9621f2973b1dc8eea71018bd5dd71c,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,uredinales-belgium-checklist:taxon:46692a65411a97b0abfadbb5364da049,uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:690dc0561e1d6f64e592b91f5a3c90c6,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:9a22cfe9c0a5e04979d351e9e15857f2,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:d916685b68846623576e471906aa21f6,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:6e1adaf805ca9c9f552efabdf91f8fbd,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:2ce368bc80ed4f81375371049c9d1dbe,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:5e07ff94ecf7141483fc83e49b1ba662,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:9c8ea2cbb707ab88bf7f076ee9cbc3d7,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:9404ad543a8ff397fbe057f78a52f4a8,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:e276d7f0bb19dd79d04943854d4e30a5,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:44d3ce55c3850028bc2e7817394e7ee5,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:53d6455445edd9fb45185da5cdbb380b,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:79ac95e47865dc5a428a410de7e4ed47,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:c497e05cc072a31581169292868c866b,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:7bdc53d47e69413bbb65afb7565455f8,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:0a609656bbb85191eb9d4c2871a04f45,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:5233e7025c943296d40bdb8954e06862,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:5c7e36bd0f5ac34b3673c10e8995a789,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:45e5bd7f8db542284755c2cbc354bf41,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:d22b857acce268563ee004db7b1780b8,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:fbdb094f561d575c7a9d74455014b973,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
