taxonID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo
uredinales-belgium-checklist:taxon:82e50c57f5c4cfa0e8803c11f683a7b3,uredinales-belgium-checklist:taxon:ac14c04e8891be08c438e4e339997787,uredinales-belgium-checklist:taxon:82e50c57f5c4cfa0e8803c11f683a7b3,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
uredinales-belgium-checklist:taxon:e1ad30f49051cdd8b294fd013da4d82f,uredinales-belgium-checklist:taxon:e8ac55ffecf2f126da62ff9186ea6d9a,uredinales-belgium-checklist:taxon:e1ad30f49051cdd8b294fd013da4d82f,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
uredinales-belgium-checklist:taxon:380e95d56cc245331dadbd16e9e04532,uredinales-belgium-checklist:taxon:f86dc649e9da3449fef3e19937129ba1,uredinales-belgium-checklist:taxon:380e95d56cc245331dadbd16e9e04532,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
uredinales-belgium-checklist:taxon:80dbbc704b4f615c5bd13811df6e55a8,uredinales-belgium-checklist:taxon:6bde81f0f86d9987301fff193715a490,uredinales-belgium-checklist:taxon:80dbbc704b4f615c5bd13811df6e55a8,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
uredinales-belgium-checklist:taxon:ed148d438fcd43a68ac7673cf771ea11,uredinales-belgium-checklist:taxon:e001f355526db7bfa85a03c65ab80e6b,uredinales-belgium-checklist:taxon:ed148d438fcd43a68ac7673cf771ea11,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 32"
uredinales-belgium-checklist:taxon:8594a183f5be4699a1e4e9a8e35a19f9,uredinales-belgium-checklist:taxon:22bc26fb3de173d9fe687578a10a6dc9,uredinales-belgium-checklist:taxon:8594a183f5be4699a1e4e9a8e35a19f9,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 32"
uredinales-belgium-checklist:taxon:0fc92b65b83446378ebb3389f65d441b,uredinales-belgium-checklist:taxon:d3bb031aa4dfc9a9b803da392c6eec38,uredinales-belgium-checklist:taxon:0fc92b65b83446378ebb3389f65d441b,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 33"
uredinales-belgium-checklist:taxon:4d492d65cf71edb2a983d51d9ca6c30a,uredinales-belgium-checklist:taxon:94242ad11b70dd4983e3d7449afc7e43,uredinales-belgium-checklist:taxon:4d492d65cf71edb2a983d51d9ca6c30a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 34"
uredinales-belgium-checklist:taxon:10c7f2b8f83c88167a923cf31e614f38,uredinales-belgium-checklist:taxon:1442689f3d4e6055458ffb1a65102f25,uredinales-belgium-checklist:taxon:10c7f2b8f83c88167a923cf31e614f38,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 35"
uredinales-belgium-checklist:taxon:fa33d8f5b70b9bac07fc493cdd639d0c,uredinales-belgium-checklist:taxon:24511c42015798518b2985b74f53b74f,uredinales-belgium-checklist:taxon:fa33d8f5b70b9bac07fc493cdd639d0c,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 35"
uredinales-belgium-checklist:taxon:5c6ea6540be3cd92148d6d7a769a0375,uredinales-belgium-checklist:taxon:619f2b86d3ac2ba052e578e1299ef52e,uredinales-belgium-checklist:taxon:5c6ea6540be3cd92148d6d7a769a0375,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:5a3ffb9dd00858175cac4f797995a98d,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:4ab23a18f52c322ac349dcf0462454c8,uredinales-belgium-checklist:taxon:baaf045914850c8a66858967df3a1d6a,uredinales-belgium-checklist:taxon:4ab23a18f52c322ac349dcf0462454c8,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:2bbc8501bce8c57bc01d397abd3a0f67,uredinales-belgium-checklist:taxon:663adb421c4211925beb16c5ff080760,uredinales-belgium-checklist:taxon:2bbc8501bce8c57bc01d397abd3a0f67,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 37"
uredinales-belgium-checklist:taxon:4b4203ba3d61b299406d1e78f531e13b,uredinales-belgium-checklist:taxon:0de287c89c3f4eedc0cbd6c7d14a6a42,uredinales-belgium-checklist:taxon:4b4203ba3d61b299406d1e78f531e13b,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 38"
uredinales-belgium-checklist:taxon:467ffec2a64cf70c1a3a640938d90c6b,uredinales-belgium-checklist:taxon:4ec68ba6bca538b9dcf7ac550d0f2278,uredinales-belgium-checklist:taxon:467ffec2a64cf70c1a3a640938d90c6b,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 38"
uredinales-belgium-checklist:taxon:4632d8cf175b57f86100315db4118d5b,uredinales-belgium-checklist:taxon:606172155ff038fb8673ad073b9e7dd5,uredinales-belgium-checklist:taxon:4632d8cf175b57f86100315db4118d5b,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 39"
uredinales-belgium-checklist:taxon:1f4550cf2a72fb9e3b569ed24aa1608c,uredinales-belgium-checklist:taxon:e2adc11726356b302a0b281717d7c997,uredinales-belgium-checklist:taxon:1f4550cf2a72fb9e3b569ed24aa1608c,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 39"
uredinales-belgium-checklist:taxon:98497c8f87d38e44fe219a3a4d87fa98,uredinales-belgium-checklist:taxon:051878f884def984f8d52fa976a44453,uredinales-belgium-checklist:taxon:98497c8f87d38e44fe219a3a4d87fa98,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 40"
uredinales-belgium-checklist:taxon:539f0ccb84e3d70e48792f426e2cdee5,uredinales-belgium-checklist:taxon:8a892448832be323b39ad9f14ebae6a0,uredinales-belgium-checklist:taxon:539f0ccb84e3d70e48792f426e2cdee5,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 40"
uredinales-belgium-checklist:taxon:7a9b385358e8cf4606864081d2cd49cb,uredinales-belgium-checklist:taxon:3cb1176f7c291a4f2e6cd4864cf22842,uredinales-belgium-checklist:taxon:7a9b385358e8cf4606864081d2cd49cb,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 40"
uredinales-belgium-checklist:taxon:7e9ffe279a213bdf0ca4903b67ee4633,uredinales-belgium-checklist:taxon:1ee2d03caf519e80d439bfbba572ac80,uredinales-belgium-checklist:taxon:7e9ffe279a213bdf0ca4903b67ee4633,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 41"
uredinales-belgium-checklist:taxon:6aa30042f5481082a0d4dbd455723bf7,uredinales-belgium-checklist:taxon:58ea32509a6e029cbe02035a58cd706c,uredinales-belgium-checklist:taxon:6aa30042f5481082a0d4dbd455723bf7,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 42"
uredinales-belgium-checklist:taxon:197e90a4056455af0e065411bade8ef3,uredinales-belgium-checklist:taxon:83138ae69575f4866502ae2cb338bc91,uredinales-belgium-checklist:taxon:197e90a4056455af0e065411bade8ef3,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 43"
uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,uredinales-belgium-checklist:taxon:dcc528c997382e4e62363df2f5e68fe0,uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 43"
uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,uredinales-belgium-checklist:taxon:506641b87cb7847adef6113bada79060,uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 45"
uredinales-belgium-checklist:taxon:c3231b6e76272eac76dfadb248b26bbe,uredinales-belgium-checklist:taxon:32344a04044011698201c9ffb598472a,uredinales-belgium-checklist:taxon:c3231b6e76272eac76dfadb248b26bbe,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 45"
uredinales-belgium-checklist:taxon:30a908b6fbff6506a31d123601d8122d,uredinales-belgium-checklist:taxon:5ab90dd4f4d70517b5edb7e75b5eefd0,uredinales-belgium-checklist:taxon:30a908b6fbff6506a31d123601d8122d,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 46"
uredinales-belgium-checklist:taxon:bd22a773549c90cdfa223d3083e34e5b,uredinales-belgium-checklist:taxon:7cdd8bf7428a9ced44fa6ce5a77d49ee,uredinales-belgium-checklist:taxon:bd22a773549c90cdfa223d3083e34e5b,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 46"
uredinales-belgium-checklist:taxon:a78e66106021bc74d36abbb36e397ca7,uredinales-belgium-checklist:taxon:24511c42015798518b2985b74f53b74f,uredinales-belgium-checklist:taxon:a78e66106021bc74d36abbb36e397ca7,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 47"
uredinales-belgium-checklist:taxon:789cb1416ae0b77cfff9621ac5d34713,uredinales-belgium-checklist:taxon:93b4835b5d3a5ab4e5cee0e645f978fc,uredinales-belgium-checklist:taxon:789cb1416ae0b77cfff9621ac5d34713,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 47"
uredinales-belgium-checklist:taxon:3e60ec09efce82defc07ff9986f14ed4,uredinales-belgium-checklist:taxon:e8c2fe4ef1973540821485d51ead7ad3,uredinales-belgium-checklist:taxon:3e60ec09efce82defc07ff9986f14ed4,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 47"
uredinales-belgium-checklist:taxon:43e92a517f7e13eb0ffd7122e57777fb,uredinales-belgium-checklist:taxon:e8c2fe4ef1973540821485d51ead7ad3,uredinales-belgium-checklist:taxon:43e92a517f7e13eb0ffd7122e57777fb,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 48"
uredinales-belgium-checklist:taxon:e1b2c2174e49a57db55d2bbef0b995a9,uredinales-belgium-checklist:taxon:e8c2fe4ef1973540821485d51ead7ad3,uredinales-belgium-checklist:taxon:e1b2c2174e49a57db55d2bbef0b995a9,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 48"
uredinales-belgium-checklist:taxon:30ee77af56716a4393532a54ee080f3d,uredinales-belgium-checklist:taxon:e8c2fe4ef1973540821485d51ead7ad3,uredinales-belgium-checklist:taxon:30ee77af56716a4393532a54ee080f3d,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 48"
uredinales-belgium-checklist:taxon:5e661236b7d115f28e2ea52d78e0280e,uredinales-belgium-checklist:taxon:e8c2fe4ef1973540821485d51ead7ad3,uredinales-belgium-checklist:taxon:5e661236b7d115f28e2ea52d78e0280e,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 49"
uredinales-belgium-checklist:taxon:bb1ecfd31dca3b1a36887feba2884636,uredinales-belgium-checklist:taxon:84cea5bed5d5e90794fdede126ef5550,uredinales-belgium-checklist:taxon:bb1ecfd31dca3b1a36887feba2884636,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 50"
uredinales-belgium-checklist:taxon:ebe870f37478f76f78a6717649e2c9da,uredinales-belgium-checklist:taxon:de91cffcee81c835feb3e0bac9132f49,uredinales-belgium-checklist:taxon:ebe870f37478f76f78a6717649e2c9da,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 50"
uredinales-belgium-checklist:taxon:8fe069e7f3228441fb405002b038aaf1,uredinales-belgium-checklist:taxon:0824334ae838b4485b29918c6629b939,uredinales-belgium-checklist:taxon:8fe069e7f3228441fb405002b038aaf1,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:8f40d1f544b697192379f3573ae269d8,uredinales-belgium-checklist:taxon:519368ab3b49eb3555f938a845599da1,uredinales-belgium-checklist:taxon:8f40d1f544b697192379f3573ae269d8,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:8e55e76ae542346be4dfe62032aef53b,uredinales-belgium-checklist:taxon:14b2f2342916b5f0d9e2a1d6ee63a3ed,uredinales-belgium-checklist:taxon:8e55e76ae542346be4dfe62032aef53b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:0dc0649e0c025283a048dd3f5bd87ad7,uredinales-belgium-checklist:taxon:6c0df943d8cff7ba8fc53bdde4dba95b,uredinales-belgium-checklist:taxon:0dc0649e0c025283a048dd3f5bd87ad7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:eb70dfc7c93a1474d5c9511813562f4e,uredinales-belgium-checklist:taxon:db28e4136c7147c0410269afb33c7158,uredinales-belgium-checklist:taxon:eb70dfc7c93a1474d5c9511813562f4e,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:e4684eb52b9ef50fe2ccccd03164849c,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:8e836030e6420329d03eec88a9a015eb,uredinales-belgium-checklist:taxon:065e12fca789ae91ecba429b0db185a1,uredinales-belgium-checklist:taxon:8e836030e6420329d03eec88a9a015eb,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:c85d4b75235e1afab252f5cf27b00deb,uredinales-belgium-checklist:taxon:a09ca643de262bff9036edc79983934a,uredinales-belgium-checklist:taxon:c85d4b75235e1afab252f5cf27b00deb,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:da34f5ee1351a3ab5535f0daf8e9352e,uredinales-belgium-checklist:taxon:65ed1d9592b7d01579029f6385b56a13,uredinales-belgium-checklist:taxon:da34f5ee1351a3ab5535f0daf8e9352e,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:60b30961bbda77831a9fbc3296450f62,uredinales-belgium-checklist:taxon:3bf6f558260157cb21f73736c6d53bac,uredinales-belgium-checklist:taxon:60b30961bbda77831a9fbc3296450f62,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a,uredinales-belgium-checklist:taxon:beaf15c45b7348d58ffc79956248f9fa,uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:c09cddd0b04f1e0483b9611a157fd45d,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:01c0dde3e3ed3381e6ec7ae150ce7f0b,uredinales-belgium-checklist:taxon:cf89dbd8df0cae95c76e0ef0ca04ab41,uredinales-belgium-checklist:taxon:01c0dde3e3ed3381e6ec7ae150ce7f0b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:d08e50d2cf69ba8396dd6f6026afda83,uredinales-belgium-checklist:taxon:fd847b49e738beb28f0586d39ecffce3,uredinales-belgium-checklist:taxon:d08e50d2cf69ba8396dd6f6026afda83,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:dfa47c86afa87b67cc08c8c8cc0c6992,uredinales-belgium-checklist:taxon:4dbad128dcda58780d7974744f523651,uredinales-belgium-checklist:taxon:dfa47c86afa87b67cc08c8c8cc0c6992,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:501ebab0dab4c563a4aced683c7c086a,uredinales-belgium-checklist:taxon:f2057c4811572dd58d779dacd35c775d,uredinales-belgium-checklist:taxon:501ebab0dab4c563a4aced683c7c086a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,uredinales-belgium-checklist:taxon:58fc7e96d6d62e80dc390c0317a34faa,uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:e6c67e2ca39edf932bad857bdcbae4e0,uredinales-belgium-checklist:taxon:5233e7025c943296d40bdb8954e06862,uredinales-belgium-checklist:taxon:e6c67e2ca39edf932bad857bdcbae4e0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:308d0dda84cf6c0303609f74d2382923,uredinales-belgium-checklist:taxon:65ed1d9592b7d01579029f6385b56a13,uredinales-belgium-checklist:taxon:308d0dda84cf6c0303609f74d2382923,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:245b764e35d1fbbfd55945b74a79404f,uredinales-belgium-checklist:taxon:1f0a1aa011586f5de063914c0f1951ca,uredinales-belgium-checklist:taxon:245b764e35d1fbbfd55945b74a79404f,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:3ab369d8eac1122e76d5a6990bc07ed4,uredinales-belgium-checklist:taxon:b1648651fd4629aff6f0292187842aba,uredinales-belgium-checklist:taxon:3ab369d8eac1122e76d5a6990bc07ed4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:3f77c8a0399f2e7e15b7087b329f4dbe,uredinales-belgium-checklist:taxon:c06823f1b4a1649ddbfdf8c6a708baad,uredinales-belgium-checklist:taxon:3f77c8a0399f2e7e15b7087b329f4dbe,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:a4353eacc81c1b2ba031593aa486535e,uredinales-belgium-checklist:taxon:58d81448bf9fe76d6275600436e4dd6e,uredinales-belgium-checklist:taxon:a4353eacc81c1b2ba031593aa486535e,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 20"
